Category,Food Name,熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),視網醇當量(RE)(ug),β-胡蘿蔔素(ug),α-維生素E當量(α-TE)(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),脂肪酸M總量(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),其他脂肪酸(mg),反式脂肪(mg),酥胺酸(Thr),胱胺酸(Cys),纈胺酸(Val),甲硫胺酸(Met),異白胺酸(Ile),白胺酸(Leu),酪胺酸(Tyr),苯丙胺酸(Phe),離胺酸(Lys),組胺酸(His),精胺酸(Arg),色胺酸(Trp),膽固醇(mg),酒精含量(g),醣類熱量%,脂肪熱量%,蛋白質熱量%,酒精熱量%
蛋類,"雞蛋(高次亞麻油酸)",139.0774,74.5,12.431,9.41,3.0519,0.8564,2.8026,,,,,,,,,137.11,142.77,13.48,12.029,1.63,1.22,226.97,,187.35,,3.5019,0.063,0.657,0.096,0.0684,0.23,,3.67,3051.90766,3906.85321,2450.364,1625.107,549.544,,,555.01,476.5757,732.22,496.85,619.76,1113.04,521.37,700.01,872.94,273.72,754.22,63.59,398.41,,7.459290098,56.47712096,36.06358894,
蛋類,"雞蛋(高亞麻油酸)",132.6254,76.87,13.02,8.41,2.3959,0.8693,0.8307,,,,,,,,,161.16,142,8.6,10.403,1.29,0.87,196.08,,229.1,0,1.4602,0.075,0.436,0.536,0.0606,0.68,,0,2395.88285,4072.59296,1941.46532,1802.65827,114.26667,,,524.25,245.4386,677.3,532.1,564.63,961.34,457.82,616.13,810.6,265.38,760.29,146.72,325.05,,2.444166234,55.79934122,41.75649255,
蛋類,"初卵雞蛋",136.0875,76.345,12.279,9.152,3.2349,0.8632,1.3608,,0.3186,0.3186,0,,0,0,0,114.745,123.139,41.134,9.624,1.888,1.179,157.008,,166.514,,2.167,0.181,0.546,0.1113,0.123,1.18,,0,3234.948288,4138.278144,1736.299136,1406.607488,62.023104,42.401216,,563.601,566.451,742.099,395.304,608.704,1043.238,504.225,623.948,852.168,293.62,776.216,120.803,355.957,,3.845950574,58.32731108,37.82673834,
蛋類,"雞蛋(高維生素A&E)",134.0262,79.85,12.1,9.01,2.8429,1.19,0,,,,,,,,,151.31,139.1,43.51,16.76,2.89,1.17,144.65,,380.41,,4.94,0.07,0.38,0.18,0.1145,2.04,,0,2842.87124,5112.85965,1054.24208,1054.24208,0,,,567.81,531.3,749.79,536.27,625.66,1051.47,498.59,659.15,857.65,311.95,837.08,174.66,420.76,,0,60.63754699,39.36245301,
蛋類,"雞蛋(高維生素E)",143.1508,75.26,12.786,9.69,3.0799,0.8513,1.4127,,,,,,,,,139.48,133.51,20.92,11.62,2.11,1.091,216.15,,101.61,,13.682,0.082,0.58,0.11,0.0734,0.51,,0.97,3079.91805,4004.23746,2605.78635,2272.80888,150.3888,,,659.9,556.3974,804.92,418.71,640.88,1128.55,507.12,692.7,1023.06,336.8,836.69,189.41,469.8,,3.797540832,58.7384971,37.46396207,
蛋類,"雞蛋白平均值",50.0184,87.5593,11.171,0.1456,0.1027,0.5978,0.5265,,0.305,0.305,0,,0,0,0,183.4866,145.5519,5.8139,12.1666,0.324,0.1307,14.6152,0.1517,0.1272,,0.0037,0.0053,0.4449,0.1959,0.0068,0.0864,1.739,0,102.714976,42.885024,0,0,0,,,472.3347,1072.8682,642.5917,490.2134,555.463,929.0505,436.682,657.4727,728.9899,245.2944,608.6863,107.6689,0,,4.040297691,2.519549592,93.44015272,
蛋類,"雞蛋白(白殼)",47.5857,88.6785,10.705,0.1011,0.0713,0.6406,0,,0.305,0.305,0,,0,0,0,153.5631,128.2038,4.6968,9.5032,0.298,0.2113,10.0504,0.1517,0.2543,,0.0073,0.0055,0.4648,0.3338,0.0035,0.1728,1.739,0,71.322006,29.777994,0,0,0,,,504.7893,364.7563,684.7033,426.3168,616.006,929.501,456.124,662.2153,732.1198,272.2888,635.1325,168.8978,0,,0,1.916377354,98.08362265,
蛋類,"雞蛋白(黃殼)",52.4511,86.44,11.637,0.19,,0.5549,1.1781,,,,,,,,,213.41,162.9,6.931,14.83,0.35,0.05,19.18,,0,,0,0.005,0.425,0.058,0.01,0,,0,,,,,,,,439.88,1780.98,600.48,554.11,494.92,928.6,417.24,652.73,725.86,218.3,582.24,46.44,0,,8.243719071,2.998065899,88.75821503,
蛋類,"烏骨雞蛋白",46.85,87.077,10.643,0.0495,0.0172,0.5667,1.6638,,0,0,0,,0,0,0,183.734,162.596,3.3,10.947,0.067,0.056,10.617,,0,,0,0.01,0.5366,0.0759,0.006,0,,0,17.1963,26.73495,5.56875,5.56875,0,0,,498.889,225.266,703.345,420.611,580.66,992.522,455.219,695.937,789.418,256.887,663.096,136.682,0,,12.43842417,0.834480107,86.72709572,
蛋類,"雞蛋黃平均值",307.9919,52.8237,15.2217,26.7878,9.2118,1.5972,3.5698,,0,0,0,,0,0,0,56.3197,124.1846,157.9119,10.3422,5.4592,3.598,569.2025,0.1339,486.496,,3.5168,0.2255,0.5544,0.3032,0.3582,2.9535,160.205,0.088,9211.815452,11563.1146,5999.234961,5029.838055,214.5970658,107.1512,,762.412,1169.2972,837.8729,421.4188,783.3145,1377.7603,735.2669,672.6382,1163.6713,532.2995,1073.3947,194.9782,1176.8437,,4.430794571,74.97583716,20.59336827,
蛋類,"雞蛋黃(白殼)",330.0584,51.9073,15.9843,28.8655,9.9015,1.6819,1.561,,0,0,0,,0,0,0,52.4994,114.3592,128.4157,10.9443,5.6883,4.1659,510.7749,0.1339,558.692,,4.9427,0.222,0.5768,0.2053,0.3563,3.827,160.205,0,9901.530407,12378.79648,6555.845764,5619.766464,238.8042815,115.462,,802.864,379.5853,878.9858,415.7875,837.559,1415.5305,754.0838,704.3563,1229.5225,726.579,1127.7693,232.6063,1139.6873,,1.856662569,77.42045329,20.72288414,
蛋類,"雞蛋黃(黃殼)",285.9254,53.74,14.459,24.71,8.5185,1.5124,5.5786,,,,,,,,,60.14,134.01,187.408,9.74,5.23,3.03,627.63,,414.3,,2.091,0.229,0.532,0.401,0.36,2.08,,0.176,8518.47598,10735.67957,5455.7209,4468.63053,191.45308,,,721.96,1959.0091,796.76,427.05,729.07,1339.99,716.45,640.92,1097.82,338.02,1019.02,157.35,1214,,7.239297814,72.30869313,20.45200906,
蛋類,"烏骨雞蛋黃",343.6717,50.818,15.51,30.604,10.8552,1.6279,1.4401,,0.238,0.238,0,,0,0,0,49.717,100.129,136.742,11.633,5.863,3.635,490.463,,701.802,,8.8555,0.235,0.6324,0.0762,0.269,5.885,,0,10855.2388,13450.458,6099.3772,4924.1836,211.1676,198.926,,846.787,265.503,952.842,415.344,875.419,1528.767,784.302,764.078,1342.107,423.472,1259.216,216.102,1213.818,,1.64850348,78.99906614,19.35243038,
蛋類,"雞蛋黃(高維生素E)",314.329,49.66,16.236,27,9.0418,1.7537,5.3503,,,,,,,,,57.07,119.55,149.18,13.02,6.15,3.73,517.3,,492.26,0,13.207,0.301,0.62,0.16,0.2476,2.75,,1.98,9041.814,12521.52,5436.531,4351.401,203.283,,,761.07,858.108,757.74,384.79,695.15,1191.96,555.58,584.8,1292.05,361.97,1004.43,125.79,1228.2,,6.374524112,72.54039971,21.08507618,
蛋類,"溫泉蛋",137.4925,73.642,12.945,7.8417,2.8294,1.787,3.7843,,0.584,0.414,0.17,,0,0,0,493.758,152.677,52.053,15.88,1.365,1.236,175.112,,209.454,,1.4021,0.089,0.5106,0.6504,0.212,0.707,,0,2829.363777,3308.883732,1653.03036,1379.982366,58.342248,50.500548,,657.896,283.599,842.908,474.826,624.123,1155.218,502.402,664.155,1006.631,288.322,758.559,68.107,392.773,,10.63681369,49.70301849,39.66016781,
蛋類,"雞水煮蛋",144.2187,74.0284,14.001,9.2211,3.0802,1.0397,1.7098,,,,,,,,,123.7653,129.1217,53.0497,12.863,2.26,1.595,182.9573,,83.2397,,1.9034,0.0654,0.47,0.0558,0.1181,0.7862,,0,3080.17936,4304.676892,1836.538824,1655.261219,69.7022949,,,626.6877,388.5297,840.2983,566.2213,721.8927,1132.748,574.0003,716.9053,959.3223,357.0643,870.5507,222.3077,383.2444,,4.527536008,55.06122613,40.41123786,
蛋類,"雞水煮蛋白",60.7781,83.9895,13.557,0.1851,0.0906,0.7283,1.5401,,,,,,,,,170.0407,141.8679,7.4048,12.5513,0,0.4514,14.9621,,0,,0.01,0.0105,0.4125,0.0935,0.011,0.0095,,0,90.558324,74.025192,20.514633,20.514633,0,,,558.7585,265.7955,814.2645,610.144,683.1495,1016.611,513.2835,725.816,844.6795,322.366,702.1275,200.5805,0,,9.203071439,2.494231946,88.30269661,
蛋類,"雞水煮蛋黃",342.5598,49.199,15.544,30.4643,10.0924,1.8742,2.9185,,,,,,,,,50.2446,112.0903,143.4049,11.7069,6.5207,4.119,576.7672,,203.1965,,7.2787,0.189,0.5185,0.061,0.445,2.7435,,0,10092.36563,13357.83394,7013.643468,6175.570575,285.450491,,,752.062,219.6945,864.5095,424.3855,804.8985,1277.5585,705.3435,644.412,1153.535,434.0065,1075.129,267.996,1221.38,,3.29556331,77.57248626,19.13195043,
蛋類,"茶葉蛋平均值",145.0465,73.3343,13.6533,9.0607,3.1438,1.73,2.2218,,1.7515,0.1365,0.136,,0,1.479,0,443.9512,110.1666,49.8581,12.7119,2.5998,1.3619,167.0887,0.0446,94.2206,0,1.7066,0.029,0.2913,0.1561,0.1238,0.6091,67.191,0,3143.80014,3860.465267,2035.096645,1726.371414,81.4466323,65.327647,,590.3058,233.9603,786.842,451.5948,666.6104,1075.8359,540.8677,687.8274,907.5995,315.4156,785.2289,168.9505,390.0585,,5.919153049,54.43307945,39.6477675,
蛋類,"茶葉蛋(市售)",146.7182,72.711,13.522,8.7314,3.1332,1.5237,3.5119,,1.7515,0.1365,0.136,,0,1.479,0,429.5443,112.4827,49.7307,13.7657,1.431,1.2443,158.9383,0.0446,138.6507,0,1.6853,0.0217,0.259,0.2031,0.118,0.648,67.191,0,3133.193039,3649.140196,1907.06,1538.184544,67.9040978,62.953394,,614.416,274.942,809.117,433.009,680.9993,1152.1717,562.1593,743.1933,959.675,326.9927,848.9693,168.07,402.9553,,9.256411941,51.89565091,38.84793715,
蛋類,"茶葉蛋(浸泡隔夜)",143.3748,73.9576,13.7846,9.39,3.1466,1.9362,0.9316,,,,,,,,,458.358,107.8505,49.9855,11.658,3.7685,1.4795,175.239,,49.7904,,1.7279,0.0362,0.3236,0.109,0.1295,0.5702,,0,3146.589,4077.138,2167.212,1924.011,95.778,,,566.1955,192.9785,764.567,470.1805,652.2215,999.5,519.576,632.4615,855.524,303.8385,721.4885,169.831,377.1616,,2.508936943,57.02593373,40.46512933,
蛋類,"茶葉蛋白(浸泡隔夜)",54.4229,84.777,12.932,0.1265,0.0448,1.7754,0.3891,,,,,,,,,555.3522,116.8527,11.8313,10.6272,0,0.4818,15.19,,0,0,0.0125,0.012,0.2795,0.1075,0.0455,0.0475,,0,44.822745,52.481055,29.1962,29.1962,0,,,503.1195,178.2825,746.6405,513.407,608.5625,913.2,460.876,650.6435,751.9795,264.3975,599.906,154.328,0,,2.634351682,1.931299344,95.43434897,
蛋類,"茶葉蛋黃(浸泡隔夜)",344.1043,49.5415,15.7065,30.2935,10.1492,2.2993,2.1592,,,,,,,,,239.4033,87.4917,136.0839,13.9802,5.7738,3.7307,536.4073,,162.232,,5.5943,0.091,0.423,0.1125,0.32,1.7505,,0,10149.23131,13155.10384,6989.164853,6206.229345,308.084895,,,708.5065,226.11,805.044,372.604,750.737,1194.227,652.048,591.46,1089.0925,392.899,995.7995,204.8365,1228.285,,2.465089857,77.98945447,19.54545567,
蛋類,"雞皮蛋平均值",134.3368,74.6713,12.496,8.0598,2.7276,1.8193,2.9538,,0,0,0,,0,0,0,599.1474,134.1601,45.2247,8.5778,1.5515,0.7863,172.2433,,80.6727,0,1.1779,0.0068,0.1769,0.1137,0.0234,1.1755,,0,2727.589456,3559.715447,1730.737273,943.5446664,38.0261364,158.697462,,605.0203,169.8511,756.697,570.2733,599.828,1037.597,520.8743,690.753,780.9853,271.8558,664.929,177.7418,399.896,,8.500317805,52.30279388,39.19688832,
蛋類,"雞皮蛋",141.8953,73.4335,12.757,8.5105,2.6755,1.7308,3.5682,,,,,,,,,615.5333,138.2532,49.9144,9.5521,1.1575,0.7171,183.3446,,86.959,,0.901,0.0065,0.224,0.092,0.0067,1.22,,0,2675.513969,4423.221739,1407.364364,1174.831973,15.8039985,,,610.033,208.1274,729.6535,632.704,581.7525,1006.169,552.701,711.2085,731.4385,253.003,662.618,227.39,447.33,,9.732027629,52.34265727,37.9253151,
蛋類,"土雞皮蛋",126.7782,75.909,12.235,7.609,2.758,1.9077,2.3393,,0,0,0,,0,0,0,582.7615,130.067,40.535,7.6035,1.9455,0.8555,161.142,,74.3864,0,1.4547,0.007,0.1297,0.1353,0.04,1.131,,0,2757.95814,2766.548701,2009.574945,731.14881,57.661002,149.82121,,600.0075,131.5747,783.7405,507.8425,617.9035,1069.025,489.0475,670.2975,830.532,290.7085,667.24,128.0935,352.462,,7.124682244,52.25811128,40.61720647,
蛋類,"滷蛋平均值",183.7698,64.3085,16.4022,11.0762,3.8032,3.5943,4.6187,,4.3393,0.3695,0.2324,,0.1185,3.6189,0,1155.9177,162.5673,51.7739,20.8833,2.6691,1.9733,229.6419,0.0519,112.6808,8.756,2.0696,0.0374,0.4436,0.3085,0.178,1.0003,45.585,0,3803.201565,4770.663331,2494.59284,2136.178084,103.6289272,61.8716532,,741.2906,374.0228,1024.3678,554.3045,876.0244,1369.9331,654.4939,869.3439,1062.2169,384.4828,902.369,132.3012,479.3344,,9.728918792,52.61167872,37.65940249,
蛋類,"雞滷蛋(市售)",190.7914,64.66,15.6803,11.4042,4.0536,1.8974,6.3581,,4.3393,0.3695,0.2324,,0.1185,3.6189,0,582.563,90.9173,60.5363,14.985,2.6883,2.1183,221.6387,0.0519,152.0593,8.756,1.8955,0.0157,0.343,0.2831,0.1759,1.1283,45.585,0,4053.577273,5096.628214,2211.422635,1866.137671,69.2120898,63.7038612,,734.5667,413.54,1003.697,502.963,832.1337,1389.5093,679.9747,864.5727,1091.9287,386.0053,960.451,151.667,502.134,,12.93187838,52.30529175,34.76282987,
蛋類,"雞滷蛋(現煮)",178.4489,65.0522,16.579,11.0665,3.7372,4.1687,3.1336,,,,,,,,,1277.887,195.0585,54.4905,21.3925,2.446,1.8995,230.086,,67.8477,,2.1338,0.0492,0.4668,0.221,0.187,1.0406,,0,3737.212383,4685.888095,2659.27995,2302.385325,121.7315,,,735.691,442.678,1028.7295,572.981,886.3755,1348.556,644.898,868.661,1020.9685,389.6095,870.514,147.7725,411.4192,,6.788610425,54.06225576,39.14913382,
蛋類,"雞滷蛋(浸泡隔夜)",182.0692,63.2133,16.9473,10.758,3.6249,4.7169,4.3645,,,,,,,,,1607.303,201.726,40.295,26.2725,2.873,1.902,237.201,,115.216,,2.1797,0.0474,0.5209,0.4214,0.171,0.8321,,0,3624.9081,4537.7244,2597.5191,2225.8302,118.338,,,753.614,265.8505,1040.677,586.9695,909.564,1371.734,638.609,874.798,1073.7535,377.8335,876.142,97.464,524.45,,9.267173099,51.50991859,39.22290831,
蛋類,"滷蛋白平均值",86.7077,73.4618,16.6855,0.1959,0.0749,5.1062,4.5508,,,,,,,,,1794.3959,225.4378,13.5888,25.3147,0.9229,0.9258,60.2933,,0,,0.0143,0.0273,0.5018,0.4165,0.1158,0.1573,,0,74.8974675,87.181377,33.8211555,33.8211555,0,,,724.227,420.6523,1086.4838,657.59,916.5688,1362.9208,606.1405,958.6015,992.9893,355.6248,779.345,116.1443,0,,19.63265392,1.905777713,78.46156836,
蛋類,"雞滷蛋白(現煮)",83.947,74.492,16.64,0.1962,0.076,4.7665,3.9053,,,,,,,,,1623.1574,223.3618,13.0161,22.5079,0.6429,0.9676,53.9099,,0,,0.013,0.0245,0.469,0.2725,0.1165,0.161,,0,76.041234,86.153382,34.005384,34.005384,0,,,723.346,567.0225,1083.904,652.591,913.5165,1368.306,616.59,964.251,974.493,361.8975,787.6655,130.0985,0,,17.36821219,1.967642816,80.66414499,
蛋類,"雞滷蛋白(浸泡隔夜)",89.4683,72.4315,16.731,0.1955,0.0737,5.4458,5.1962,,,,,,,,,1965.6344,227.5138,14.1614,28.1215,1.2028,0.884,66.6766,,0,,0.0155,0.03,0.5345,0.5605,0.115,0.1535,,0,73.71914,88.160725,33.620135,33.620135,0,,,725.108,274.282,1089.0635,662.589,919.621,1357.5355,595.691,952.952,1011.4855,349.352,771.0245,102.19,0,,21.7652437,1.846592144,76.38816416,
蛋類,"滷蛋黃平均值",379.055,44.3093,17.0285,33.6838,11.361,3.0317,1.9468,,,,,,,,,697.487,141.1248,118.8049,20.6918,6.5292,3.9861,601.9574,,286.0683,,6.7309,0.0925,0.4775,0.1165,0.3138,2.5775,,0,11361.04048,14208.76999,8113.585325,6988.041148,370.016543,,,788.4873,218.3393,924.9718,415.73,858.7673,1355.057,717.6935,687.459,1163.8925,442.903,1073.5313,191.0095,1463.5225,,2.018144768,78.74057918,19.24127605,
蛋類,"雞滷蛋黃(現煮)",375.7408,45.3485,16.6395,33.7644,11.4012,2.9218,1.3258,,,,,,,,,562.8427,136.3059,141.0134,19.1035,6.5778,3.8506,597.9267,,207.593,,6.6099,0.1,0.464,0.113,0.3345,2.8515,,0,11401.22495,14246.71976,8115.780006,7024.852242,370.56429,,,761.8005,189.163,913.8955,408.224,829.7205,1307.8155,703.9565,669.126,1119.544,446.276,1043.55,184.5185,1269.785,,1.386797207,79.64170089,18.9715019,
蛋類,"雞滷蛋黃(浸泡隔夜)",382.3691,43.27,17.4175,33.6031,11.3209,3.1416,2.5678,,,,,,,,,832.1312,145.9437,96.5963,22.2801,6.4806,4.1216,605.988,,364.5435,,6.852,0.085,0.491,0.12,0.293,2.3035,,0,11320.88439,14170.7633,8111.284294,6951.305282,369.4660845,,,815.174,247.5155,936.048,423.236,887.814,1402.2985,731.4305,705.792,1208.241,439.53,1103.5125,197.5005,1657.26,,2.638298895,77.85539127,19.50630983,
蛋類,"雞鐵蛋",287.5,47.2,26.6,17.5,6.2458,2.8,5.9,,,,,,,,,766,256,84,26,3.6,2.5,279,,210,,1.167,0.04,0.33,0.6,0.143,2.27,,0,6245.75,8356.25,2894.5,2068.5,59.5,,,1304,412,1716,1033,1476,2389,1165,1598,1890,681,1869,326,741.4,,7.934746794,53.07202464,38.99322857,
蛋類,"雞水波蛋",146.9589,75.884,11.584,10.6932,3.6141,1.0171,0.8217,,,,,,,,,92.4088,109.05,50.4434,10.1091,3.8782,1.7359,188.9969,,178.005,,1.9634,0.082,0.4005,0.034,0.1405,0.558,,0,3614.087736,4719.016092,2360.096172,2151.418374,99.767556,,,471.8285,226.798,627.0585,422.2625,532.8895,809.158,447.4155,522.819,740.2305,320.5915,644.1675,169.8145,416.94,,2.187616626,64.19662022,33.61576315,
蛋類,"荷包蛋(不加油)",161.9092,72.2355,13.9765,11.1942,3.8014,1.1463,1.4475,,,,,,,,,151.3373,139.3145,52.0376,11.3716,3.4447,1.6891,195.7785,,143.3785,,2.4353,0.088,0.637,0.0935,0.1325,0.6075,,0,3801.382407,4764.699288,2627.950392,2332.423512,107.016552,,,614.448,341.4335,811.307,520.77,685.478,1071.81,564.1515,651.2585,945.852,367.271,804.1215,151.8,449.08,,3.452609894,60.20998881,36.3374013,
蛋類,"荷包蛋(加油1小匙)",192.2388,69.3125,13.0145,14.8524,3.0916,1.1933,1.6273,,,,,,,,,140.4024,142.1099,54.7774,12.5145,2.2851,1.7334,206.9696,,101.162,,3.8654,0.0705,0.47,0.164,0.1325,0.5085,,0,3091.601322,5058.207606,6702.665334,6482.70129,95.129622,,,603.1565,312.74,817.154,458.082,702.7865,1079.6185,558.587,674.012,905.5135,354.107,802.099,210.1275,433.885,,3.300458752,67.92816273,28.77137852,
蛋類,"煎蛋(不加油)",160.5316,69.0225,13.506,11.2689,3.7829,1.3235,4.8791,,,,,,,,,145.3315,134.5726,58.2273,12.6202,9.8088,1.7643,215.1958,,114.617,,2.2238,0.0715,0.621,0.084,0.1245,0.4295,,0,3782.913386,4944.962354,2541.024261,2219.916956,103.786569,,,609.9085,317.7835,817.2035,479.8255,737.984,1090.371,550.3935,676.6325,901.9915,347.594,804.648,212.699,472.53,,10.83955161,56.45464351,32.70580488,
蛋類,"炒蛋(加油3大匙)",214.542,65.338,12.9025,16.0664,2.9616,1.1095,4.5836,,,,,,,,,125.8635,124.7366,51.1952,11.5725,2.5133,1.4335,190.6765,,103.0825,,5.5004,0.067,0.567,0.1465,0.122,0.5355,,0,2961.599844,4978.97736,8125.742464,7969.014732,71.09382,,,582.629,319.99,794.192,457.705,683.8475,1053.665,537.9505,655.6105,873.901,340.4455,807.6375,219.368,443.13,,8.352488728,66.0198159,25.62769538,
蛋類,"蒸蛋平均值",64.4478,87.2267,5.2615,4.6017,1.7143,0.7497,2.1604,,,,,,,,,151.0777,52.8389,24.0122,5.6038,0.9146,0.7939,97.9798,,26.8702,,0.899,0.0267,0.1967,0.0428,0.0422,0.2173,9.038,0,1714.312716,1952.073352,935.3185335,803.1899214,21.858075,,,238.4898,148.3173,322.9977,158.5247,305.0408,435.1148,215.9488,268.8578,335.2773,130.5658,314.8102,58.4072,156.2567,,11.82338143,56.79006687,31.3865517,
蛋類,"蒸蛋(市售)",31.5742,90.11,3.58,1.77,0.6461,1.167,3.373,,,,,,,,,326.56,33.96,20.24,5.43,0.9,0.476,110.67,,36.1,,0.2609,0.015,0.12,0,0.0225,0.22,,0,646.13496,886.36644,237.48975,231.7992,5.69055,,,186.19,163.43,241,101.27,198.88,335.84,163.35,209.67,285.38,101.69,272.77,32.21,45.03,,29.93817983,35.42655027,34.63526989,
蛋類,"蒸蛋(微波爐)",82.2243,85.2805,6.3665,6.0384,2.4405,0.5403,1.7743,,,,,,,,,65.0659,61.8452,25.27,5.4847,1.0328,0.9296,86.2632,,23.6545,,1.3426,0.0335,0.2665,0.0595,0.0555,0.2465,9.038,0,2440.479744,2188.61808,1409.332368,1140.140496,16.90752,,,281.3805,164.445,385.274,200.9995,375.5965,512.746,258.0915,316.858,384.7575,156.5815,354.6955,70.269,202.16,,7.94567866,60.97788676,31.07643458,
蛋類,"蒸蛋(電鍋)",79.5448,86.2895,5.838,5.9968,2.0893,0.5417,1.334,,,,,,,,,61.6071,62.7114,26.5266,5.8966,0.8109,0.976,97.0061,,20.856,,1.0936,0.0315,0.2035,0.069,0.0485,0.1855,,0,2089.345088,2455.08992,1452.394976,1222.44768,49.383648,,,247.899,117.077,342.719,173.3045,340.646,456.7585,226.405,280.0455,335.6945,133.426,316.965,72.7425,221.58,,6.286461714,63.72598492,29.98755337,
蛋類,"鴨蛋",187.0186,71.232,13.147,14.3789,4.5885,1.0311,0.211,,0,0,0,,0,0,0,148.733,156.119,67.282,13.715,2.821,1.688,236.466,0.2601,293.354,,1.6323,0.237,0.5169,0,0.208,2.244,116.481,0,4588.450779,6432.976071,3212.677627,1927.635334,135.880605,144.507945,,601.53,215.01,599.07,447.96,456.63,963.21,500.58,583.32,798.2,249.57,596.98,238.26,218.892,,0.44926452,69.03858425,30.51215123,
蛋類,"紅面番鴨蛋",198.0024,70.92,13.14,15.6,4.8962,2.057,0,,,,,,,,,129.18,122.09,48.22,12.51,3.54,1.861,249,,278.07,,2.507,0.268,0.59,0.13,0.2245,2.12,,0,4896.216,8489.1612,2214.5604,2094.0348,120.5256,,,808.68,761.32,755.34,664.22,640.98,1150.08,613.29,794.92,841.15,255.95,703.19,157.78,605.08,,0,71.06580526,28.93419474,
蛋類,"鴨蛋白",47.088,87.1,10.8,0,,0.7,1.4,,,,,,,,,163,148,2,11,0.3,0.1,8,,0,,0,0.02,0.03,1.1,0.012,0.63,,0,,,,,,,,675,657,691,705,489,892,501,828,784,276,574,110,0,,10.62860613,0,89.37139387,
蛋類,"鴨蛋黃",346.704,49.7,15.8,30.8,10.0008,1.7,2,,,,,,,,,50,91,140,11,6.4,3.7,499,,616,,2.872,0.75,0.88,0.8,0.384,8.56,,0,10000.76,15430.8,5362.28,2990.68,132.44,,,809,638,817,118,764,1302,711,700,1202,448,1130,248,1220.2,,2.255401687,78.32333439,19.42126393,
蛋類,"鴨皮蛋",163.9459,71.4175,12.7715,11.3539,3.5617,1.7884,2.6687,,0,0,0,,0,0,0,590.06,133.437,40.3715,6.872,3.3625,1.1125,183.289,,124.3335,,2.549,0.0155,0.3373,0.3,0.041,1.3125,,0,3561.71843,5616.206635,2122.611605,1452.16381,101.617405,106.72666,,659.1725,157.403,688.5755,609.948,540.885,994.78,558.7385,731.8735,755.6975,284.3795,616.435,139.9945,558.823,,6.325030862,60.68124803,32.9937211,
蛋類,"鴨鹹蛋平均值",184.6259,66.6968,13.3108,14.1293,4.5755,4.8084,1.0546,,0.103,0.103,0,,0,0,0,1672.2265,134.5005,72.6288,13.3737,2.9837,1.6027,244.0688,0.0758,177.0845,10.365,1.3799,0.1882,0.5437,0.1535,0.2035,2.767,32.552,0.04,4575.533607,6990.400529,2526.092771,1667.525857,97.9443076,120.1414379,,772.3198,747.1195,800.9412,683.0023,632.849,1167.5438,639.3068,830.5413,1023.2082,329.6075,753.4285,192.0697,544.4743,,2.223724315,67.1831512,30.59312448,
蛋類,"鴨生鹹蛋",177.716,69.14,12.492,14.71,4.5742,4.8185,0,,,,,,,,,1681.36,143.57,31.7,15.29,3.25,1.344,234.65,,229.81,,0.887,0.215,0.55,0,0.1285,1.8,,0,4574.20689,7898.8287,2236.89086,1600.448,60.07564,,,774.52,399.583,795.71,804.43,621.62,1157.17,602.51,826.9,1047.18,320.55,661.71,74.78,541.9,,0,70.8975058,29.1024942,
蛋類,"鴨熟鹹蛋",182.6193,65.882,13.71,13.8417,4.548,5.7653,0.801,,0.206,0.206,0,,0,0,0,2068.0815,133.29,62.497,11.5095,2.8105,1.747,216.565,0.0758,136.5738,10.365,1.5489,0.1255,0.5693,0.2185,0.2035,3.7045,32.552,0,4547.967369,6725.958864,2505.001658,1489.505337,99.521823,127.066806,,788.2835,425.1785,829.591,651.8985,659.5885,1188.5895,665.806,871.93,1056.14,348.222,842.5505,366.022,561.8065,,1.705782049,66.47020253,31.82401542,
蛋類,"鴨熟鹹蛋(薄鹽)",193.5423,65.0685,13.7305,13.8363,4.5933,3.8413,3.5234,,0,0,0,,0,0,0,1267.238,126.6415,123.6895,13.3215,2.8905,1.717,280.9915,,161.414,,1.7039,0.224,0.5117,0.2419,0.2785,2.7965,,0.12,4593.250347,6383.32166,2813.071989,1904.539022,131.7354123,108.2828838,,754.156,1416.597,777.5225,592.6785,617.3385,1156.872,649.6045,792.794,966.3045,320.0505,756.025,135.407,529.7165,,7.090691166,62.79038359,30.11892524,
蛋類,"鴨鹹蛋黃",528.3239,24.1925,23.62,47.6391,15.2729,3.2754,1.273,,0.013,0.013,0,,0,0,0,396.5015,117.655,185.377,18.5885,7.929,5.0075,802.098,,753.7885,,5.3706,0.8495,1.7182,0.5152,0.5583,7.025,,4.515,15272.85726,24708.78144,7424.791931,5147.071281,324.1840755,465.434007,,1149.337,548.5415,1145.733,618.99,1075.5485,1942.069,1020.595,940.4165,1840.427,590.8765,1470.978,289.1405,1891.442,,0.946855799,79.90345053,19.14969367,
