Category,Food Name,熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),視網醇當量(RE)(ug),β-胡蘿蔔素(ug),α-維生素E當量(α-TE)(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),脂肪酸M總量(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),其他脂肪酸(mg),反式脂肪(mg),酥胺酸(Thr),胱胺酸(Cys),纈胺酸(Val),甲硫胺酸(Met),異白胺酸(Ile),白胺酸(Leu),酪胺酸(Tyr),苯丙胺酸(Phe),離胺酸(Lys),組胺酸(His),精胺酸(Arg),色胺酸(Trp),膽固醇(mg),酒精含量(g),醣類熱量%,脂肪熱量%,蛋白質熱量%,酒精熱量%
穀物類,"糙稉米(台稉9號)",364.2759,12.506,7.436,2.3292,0.572,1.1012,76.6276,4.503,0.45,0,0,,0,0.45,0,3.071,220.282,12.755,99.672,1.035,1.865,238.834,,0,0,1.7122,0.334,0.0502,5.4297,0.144,,27.073,0.099,572.028228,1010.360376,745.320708,718.767828,26.55288,1.490688,,257.61,110.501,388.86,99.866,279.467,601.996,311.478,356.196,275.016,170.155,605.544,99.527,,,86.66665371,5.351824066,7.981522224,
穀物類,"黑秈糙米",363.0816,13.65,7.455,3.4538,0.9126,1.4062,74.035,4.4004,0.755,0.053,0,0,0,0.702,0,1.04,273.95,10.24,118.65,1.05,1.76,324.32,0.2066,4.8113,28.862,0.9959,0.309,0.0729,6.5368,0.23,0,41.595,0,912.6355658,1369.642382,1161.809967,1120.443804,41.3661626,9.6913628,0,242.8568,98.3067,416.8342,102.2034,280.7814,601.0498,273.4663,344.9159,264.677,165.9083,514.3095,83.71,,,84.00983056,7.961931837,8.028237601,
穀物類,"加鈣米",355.0521,13.62,7.37,0.74,0.1562,0.59,77.68,0.66,,,,,,,,7.58,83.19,170.07,19.04,0.5,2.097,86.5,,0,0,0.162,0.086,0.02,0.89,0.0705,,33,0,156.20882,282.48094,301.3095,292.12018,9.18932,0,,247.96,314.68,430.5,143.93,303.27,625.22,224.22,380.53,239.2,322.5,451.92,79.99,,,90.13933448,1.744476374,8.116189145,
穀物類,"高纖米",362.7227,12.84,8.276,2.47,0.5086,1.2466,75.1674,2.8368,,,,,,,,3.15,260.15,3.59,107.46,1.48,1.696,282.54,,1.542,9.25,1.3632,0.425,0.04,6.35,0.4659,,31.8,1.95,508.63722,1049.78952,911.56091,878.10723,33.45368,0,,295.76,328.6658,436.11,60.1,310.29,667.29,327.35,406.07,321.21,204.9,658.44,116.17,,,85.37917451,5.699642527,8.921182964,
穀物類,"五穀米",358.2847,14.275,8.695,2.8521,0.7562,1.2616,72.9163,4.8663,0.8654,0.3502,0,,0,0.5152,0,2,261.461,19.19,116.829,1.609,1.814,347.426,,0,0,0.9062,0.48,0.0599,6.5953,0.202,,28.162,0,756.205794,1039.02003,1056.845655,1017.001818,39.843837,0,,310.061,111.816,483.614,132.9,335.665,727.636,353.174,444.821,378.877,258.071,642.291,141.301,,,83.84817165,6.662879585,9.488948764,
穀物類,"米胚芽",390.9448,11.433,17.024,12.723,2.9912,5.9342,52.8858,14.7073,,,,,,,,4.9941,1320.608,42.7159,549.9059,7.2245,16.3741,1604.4625,,0,0,12.3676,6.911,0.245,8.097,1.659,,512.91,0,2991.1773,4704.9654,5025.585,4870.3644,155.2206,0,,551.754,226.901,710.57,163.555,461.4,929.798,462.329,546.547,741.871,462.214,1244.889,324.13,,,55.73407559,27.23952268,17.02640172,
穀物類,"秈米粉",363.2489,11.853,4.157,0.4215,0.0911,0.2027,83.3658,0.5138,0,0,0,,0,0,0,10.438,14.8265,11.7424,19.614,0.499,0.6305,55.0436,,0.1909,1.145,0,0.014,0.032,0.113,0.1063,,53.6045,0,91.079406,177.328422,152.5631895,150.4767645,2.086425,0.5289825,,143.2315,123.081,260.0795,71.8065,179.135,369.2365,177.2275,222.851,154.723,129.6965,330.5835,51.0995,,,94.5541958,0.971222431,4.47458177,
穀物類,"糙米粉",392.739,5.9,11.3,3.2,,1.5,78.1,3.2,,,,,,,,6,267,11,121,1,1.8,193,,,,1.053,,0.09,6.5,0.227,,121,,,,,,,,,384,216,665,239,450,892,506,570,341,283,922,0,,,81.93023866,6.819796353,11.24996499,
穀物類,"白糯米粉",359.895,12.587,4.505,0.3825,0.122,0.2248,82.3007,0.6174,0,0,0,,0,0,0,15.861,32.76,17.5715,17.8255,0.6685,1.1575,48.8693,,0,0,0.0325,0.0225,0.027,0.4275,0.0799,,54.9655,0,122.04045,119.427975,140.519025,139.011975,1.50705,0.5202,,162.005,126.238,286.72,81.967,201.896,407.5755,203.8135,246.9325,176.3265,142.6915,379.978,38.6565,,,94.21606931,0.88957206,4.894358634,
穀物類,"白飯",183.1356,55.56,3.09,0.25,0.0545,0.09,41.01,0.55,,,,,,,,2.03,39.99,1.42,7.19,0.15,0.687,39.29,,0,0,0.04,0.02,0.01,0.53,0.0568,,9,0.92,54.513,81.4425,114.044,114.044,0,0,,115.61,162.3,199.86,64.98,133.33,275.83,160.24,176.27,116.21,89.82,300.56,40.15,,,92.26016132,1.142595978,6.597242699,
穀物類,"高梁",371.8047,11.273,11.0165,3.0448,0.6568,1.0625,73.6032,5.1877,0,0,0,,0,0,0,2.719,231.224,7.314,97.112,2.1665,1.394,151.194,,0,0,0.4586,0.259,0.0481,1.651,0.1195,,44.908,0.15,656.793808,937.707056,1450.268688,1409.042096,41.226592,0,,306.0265,359.113,472.7305,107.9885,401.615,1452.164,365.027,518.897,188.173,221.406,346.1775,50.976,,,81.56034724,6.85439902,11.58525374,
穀物類,"糯高梁",362.3257,12.06,10.69,1.04,0.1696,0.5248,75.6852,2.5494,,,,,,,,0,128.93,7.57,26.28,1.3,0.494,75.32,,0,0,0.058,0.107,0.03,1.1,0.0713,,12.5,0,169.61984,373.50872,496.86728,484.43512,12.43216,0,,0,326.7636,420.47,60.82,426.18,1570.72,394.62,526.85,125.63,190.45,236.09,168.91,,,86.06151961,2.402479157,11.53600124,
穀物類,"黑麥片",359.2458,12.469,7.784,1.234,0.2536,1.2116,77.3014,10.7657,,,,,,,,1.3288,356.6026,15.9567,88.6361,3.9819,1.4755,203.0074,,0,0,0.69,0.255,0.065,3.502,0.393,,171.02,0.007,253.60551,187.972752,792.414334,743.467724,47.881668,0,,224.72,108.6861,320.86,59.61,248.84,506.07,170.77,306.17,197.42,161.29,289.91,118.54,,,88.65288853,2.875073375,8.472038091,
穀物類,"燕麥",406.0363,9.975,10.9165,10.215,1.9075,1.4534,67.4401,8.5386,,,,,,,,3.905,292.655,25.245,108.47,3.775,2.0325,291.965,,0,0,1.5862,0.499,0.075,0.83,0.094,,61.15,11.93,1907.518455,4844.32074,3463.119945,3368.72313,94.396815,0,,384.58,468.002,526.34,134.485,388.12,845.655,409.35,542.875,483.135,257.73,780.795,91.45,,,68.4306373,21.05712096,10.51224174,
穀物類,"燕麥片",393.374,10.1,12.3,9.7,,3.8,64.1,4.7,,,,,,,,3,329,40,116,2.3,1.8,116,,,,0.412,0.24,0.12,2.9,0.03,,89,,,,,,,,,437,575,717,215,517,1015,514,709,536,314,980,0,,,67.13509281,20.63913731,12.22576988,
穀物類,"即食燕麥片",406.2506,9.12,11.909,9.5684,1.7234,1.5388,67.8638,10.5226,0.88,0,0,,0,0.88,0,2.996,331.5405,29.9578,124.3281,4.386,2.5475,358.7868,,0,0,0.4487,0.267,0.0715,1.2245,0.1391,,76.009,0.52,1723.374092,4409.482319,3435.59143,3342.797087,92.7943432,0,,376.683,369.3462,577.898,144.451,459.827,891.5175,441.9095,593.5205,461.5845,375.038,792.4295,156.9815,,,68.82423993,19.71382124,11.46193883,
穀物類,"蕎麥(甜蕎)",360.8428,13.2433,11.037,2.8733,0.5932,1.5749,71.2715,3.524,,,,,,,,1.8033,394.2467,13.145,180.93,2.86,1.8343,298.76,,1.3394,8.035,1.0552,0.5333,0.11,4.4933,0.419,,69.1,4.96,593.164052,1219.876755,1060.23046,989.8547233,70.3757369,0,,442.0733,429.3894,538.49,177.86,392.7733,753.84,318.29,514.8233,687.5967,291.2333,1183.95,222.175,,,81.37576906,6.664819953,11.95941099,
穀物類,"薏仁",378.4899,11.5367,14.0733,6.05,0.8633,2.1204,66.2196,1.7952,,,,,,,,1.8733,250.74,19.1533,159.1087,2.6967,2.99,300.6133,,0,0,0.5694,0.4103,0.0817,1.3377,0.0504,,101.15,1.02,863.3108,3390.06305,1796.5959,1771.6336,24.9623,0,,373.245,307.8579,639.125,251.095,479.645,1529.865,453.97,582.545,383.005,288.36,605.88,34.875,,,72.08244776,13.37909044,14.5384618,
穀物類,"糙薏仁",386.8506,11.0093,13.702,7.3707,1.1099,1.9998,65.9182,3.7644,0.4494,0,0,,0,0.4494,0,1.059,453.4977,10.5577,231.9115,4.435,4.7497,489.373,,0,0,0.3719,0.4277,0.1251,4.9669,0.2206,,62.207,0,1109.938972,2970.126755,3288.054529,3249.233052,38.8214769,2.5281501,,357.1747,193.7968,674.7044,236.2165,519.571,1843.2536,503.7225,649.4254,255.6205,295.1546,555.1966,81.163,,,70.20359022,15.94743937,13.84897041,
穀物類,"薏仁粉",394.795,4.67,10.89,3.475,0.5128,0.975,79.99,2.99,,,,,,,,10.855,185.435,14.14,61.805,2.525,2.23,211.14,,0.4334,2.11,0.224,0.0575,0.05,1.14,0.115,,42,0.0175,512.843975,1869.133,1093.0126,1071.32165,21.69095,0,,249.78,275.81,456.72,179.02,329.61,1164.59,333.76,442.28,160.59,213.44,385.14,62.85,,,82.13826451,7.24924665,10.61248885,
穀物類,"紅藜麥",378.927,12.206,12.134,6.7366,0.8969,2.1521,66.7713,8.3217,1.641,0.275,0.141,0,0,1.225,0,2.21,803.44,31.39,161.49,4.58,2.67,274.047,0.4334,1.713,10.276,2.9412,0.312,0.0519,1.0874,0.3534,0,198.805,0,896.9041874,2139.672155,3644.743118,3156.588872,488.1542458,55.24012,0,499.6504,491.6308,101.2187,410.8426,735.562,335.9003,438.4094,672.0231,300.7227,950.9591,0,65.02,0,,72.59913609,14.88026357,12.52060034,
穀物類,"台灣藜(紅)(帶殼)",385.5813,8.67,14.872,8.45,1.4415,5.7009,62.3071,18.5031,2.842,0.774,0,0,0,1.715,0.353,1.13,2561.85,251.32,259.64,9.38,3.24,444.19,0.695,8.7974,52.774,16.095,0.536,0.1836,2.0028,0.35,0,258.19,0,1441.5193,2114.8491,4852.4463,4362.6167,489.8296,41.10925,13.47,441.4256,153.835,590.5534,182.0995,484.4705,836.5655,498.387,532.0438,708.4767,373.8964,1342.1079,127.13,,,66.5761723,18.34282553,15.08100217,
澱粉類,"淮山",362.8352,11.22,5.294,0.34,0.1086,0.7941,82.3519,5.4408,,,,,,,,10.53,290.95,37.04,30.86,2.52,0.476,92.98,,0,0,0.581,0.013,0.03,0.81,0.0131,,8.5,0,108.55622,39.92518,191.51758,166.53064,24.98694,0,,0,34.6425,201.47,24.61,187.1,305.83,123.01,237,240.23,98.27,433.53,91.72,,,93.51073378,0.78432309,5.704943133,
澱粉類,"山藥平均值",85.3829,78.2907,2.8187,0.1107,0.0502,0.9558,17.8241,1.2767,0.323,0,0.323,0,0,0,0,3.9177,533.1434,16.5668,15.4795,0.8005,0.7867,48.3388,0.1588,0,0,0.2936,0.1449,0.0141,0.4399,0.1804,0,7.7726,5.184,50.2461765,0,60.4537128,48.5635365,11.8901763,0,0,85.7667,22.7527,103.6472,21.4501,84.3931,153.3338,92.1219,124.2552,100.0848,70.0806,245.6999,32.6772,0,,86.00695633,1.085180126,12.90786354,
澱粉類,"山藥(二刺)",89.1922,77.4,2.732,0.0872,,0.9021,18.8787,1.5983,,,,,,,,2.1022,552.1164,2.79,13.4807,0.6904,0.6473,45.1515,,0,0,0.193,0.105,0.012,0.383,0.194,,8.87,6.9,,,,,,,,83.651,23.362,97.505,37.362,76.718,135.587,89.58,114.313,95.717,77.058,295.399,26.402,,,87.20518115,0.818304483,11.97651437,
澱粉類,"山藥(大汕1號)",79.951,79.641,2.407,0.0749,,0.908,16.9691,0.975,,,,,,,,4.0621,543.6019,3.4116,10.0094,1.0033,0.5854,39.8722,,0,0,0.293,0.122,0.011,0.364,0.127,,6.97,4.6,,,,,,,,78.525,16.181,91.712,18.71,77.924,141.439,88.301,116.517,90.046,66.272,227.273,40.593,,,87.44445205,0.78412177,11.77142618,
澱粉類,"山藥(大汕3號)",72.683,81.319,2.649,0.08,,0.987,14.965,1.3492,,,,,,,,2.085,579.5638,0.8321,10.5759,0.895,0.6548,44.5166,,0,0,0.288,0.15,0.005,0.48,0.146,,7.443,5.532,,,,,,,,81.481,18.137,97.429,24.641,83.757,148.293,94.599,125.992,96.658,70.008,212.099,29.571,,,84.82837594,0.921260944,14.25036312,
澱粉類,"山藥(大刺)",84.6262,78.349,3.523,0.0704,,1.0037,17.0539,1.1987,,,,,,,,7.674,573.3593,8.0483,18.2855,1.1476,1.3284,95.1146,,0,0,0.221,0.176,0.005,0.665,0.185,,6.562,5.607,,,,,,,,100.593,17.67,126.284,29.023,104.532,193.844,109.978,155.372,118.911,85.812,332.947,46.051,,,83.02633204,0.696294622,16.27737333,
澱粉類,"山藥(中國長品)",74.1359,81.016,2.452,0.0926,,0.9604,15.479,0.3957,,,,,,,,0.8894,587.5633,2.624,15.397,0.7655,0.7909,39.2584,,0,0,0.278,0.162,0.012,0.562,0.233,,6.772,4.32,,,,,,,,70.983,25.881,86.01,16.556,70.87,132.822,83.046,109.946,87.033,57.964,177.741,30.601,,,86.0224435,1.045461642,12.93209486,
澱粉類,"山藥(台農1號)",93.3841,76.519,2.595,0.1302,,0.817,19.9388,1.1996,,,,,,,,0.8051,427.0139,4.6627,12.05,0.7247,0.706,42.7185,,0,0,0.632,0.165,0.015,0.368,0.238,,8.731,4.862,,,,,,,,98.057,22.565,114.251,26.375,89.531,161.133,93.69,124.222,105.718,81.339,231.777,49.684,,,87.96773069,1.166980496,10.86528882,
澱粉類,"山藥(台農2號)",94.8985,75.619,3.207,0.0594,,1.2452,19.8694,0.5808,,,,,,,,14.2629,609.2905,11.5164,19.2409,0.9511,1.5016,48.269,,0,0,0.292,0.175,0.017,0.283,0.213,,6.097,5.894,,,,,,,,109.813,22.925,136.157,20.384,115.651,209.723,121.186,163.535,125,86.412,267.298,49.418,,,86.26263714,0.523905147,13.21345772,
澱粉類,"山藥(白皮削)",75.0452,80.774,2.465,0.0883,,0.9766,15.6961,1.4063,,,,,,,,2.4332,592.1531,0.6371,12.3295,0.8333,0.6531,45.8049,,0,0,0.302,0.167,0.022,0.689,0.244,,7.386,4.219,,,,,,,,76.045,26.091,85.856,19.397,68.568,125.882,81.524,106.099,92.192,64.749,193.262,27.304,,,86.17203032,0.98483509,12.84313459,
澱粉類,"山藥(尖石原生種)",64.6657,83.315,3.14,0.1494,,0.9835,12.4121,1.2715,,,,,,,,2.8681,591.2268,1.6048,16.9977,0.5522,0.8143,47.5948,,0,0,0.213,0.149,0.018,0.664,0.188,,5.502,4.407,,,,,,,,86.57,32.077,96.479,8.574,77.998,145.244,87.257,111.154,101.013,57.627,240.169,34.352,,,79.08029802,1.933756876,18.98594511,
澱粉類,"山藥(宜蘭原生種)",140.1744,64.818,4.796,0.1859,,1.1064,29.0937,2.2504,,,,,,,,3.7645,584.5428,19.4765,27.8938,0.7439,0.8781,57.749,,0,0,0.271,0.263,0.027,0.428,0.169,,6.972,4.508,,,,,,,,120.747,34.36,179.706,27.84,139.237,252.416,138.438,211.774,153.933,96.764,363.665,20.699,,,85.51208717,1.110033747,13.37787908,
澱粉類,"山藥(花蓮3號)",93.3366,76.506,1.693,0.0892,,0.8452,20.8666,1.4485,,,,,,,,5.62,437.1013,15.8089,16.597,0.9814,0.9158,46.23,,0,0,0.245,0.084,0.025,0.247,0.192,,11.002,7.909,,,,,,,,,,,,,,,,,,,,,,92.10788485,0.799904638,7.092210511,
澱粉類,"山藥(青森)",93.6043,76.293,2.607,0.1832,,1.0436,19.8732,2.0721,,,,,,,,3.6179,566.4265,14.2466,15.0341,0.7199,0.3697,43.8033,,0,0,0.395,0.123,0.013,0.456,0.212,,9.677,4.676,,,,,,,,82.405,22.02,100.591,29.526,84.911,153.198,98.456,125.958,101.14,77.369,196.843,39.088,,,87.47199729,1.638154847,10.88984786,
澱粉類,"山藥(高田)",71.0372,81.854,3.116,0.1381,,0.8876,14.0043,1.1452,,,,,,,,3.5835,524.108,0.6361,10.3708,0.7787,0.5982,55.0297,,0,0,0.294,0.141,0.016,0.57,0.185,,8.995,5.768,,,,,,,,95.203,25.265,89.288,20.463,74.004,135.684,83.748,106.046,91.417,69.198,358.621,31.041,,,81.22186394,1.627172016,17.15096405,
澱粉類,"山藥(白肉)",68.626,82.647,2.08,0.1207,0.0548,0.7147,14.4376,0.9825,0.323,0,0.323,0,0,0,0,1.08,295.94,145.64,18.45,0.42,0.57,25.63,0.1588,0,0,0.193,0.047,0,0,0,0,7.838,3.374,54.7851265,0,65.9147528,52.9504865,12.9642663,0,0,30.8943,9.2506,46.1456,0,33.4091,58.0738,27.7818,44.3898,42.3245,20.4754,97.0051,0,0,,86.67696957,1.472123433,11.850907,
澱粉類,"紫山藥",92.3211,76.489,2.821,0.0766,,1.0382,19.5752,1.0851,,,,,,,,2.8287,570.4779,2.1426,12.249,0.6505,1.1195,42.049,,0,0,0.155,0.131,0.019,0.487,0.189,,9.079,9.12,,,,,,,,86.664,22.587,114.788,24.276,98.787,174.33,100.672,141.876,109.171,85.907,237.942,35.571,,,87.35797663,0.694469809,11.94755356,
澱粉類,"木薯粉",361.6688,12.1715,0.076,0.1924,0,0.2394,87.3207,0.1736,0,0,0,,0,0,0,0.783,26.55,31.9661,3.224,0.2645,0.021,6.7624,,0,0,0.0045,0.007,0,0.035,0.012,,9.8365,2.9625,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.47257053,0.445265906,0.082163563,
澱粉類,"白皮甘藷",119.2089,69.955,1.283,0.1199,,1.1691,27.473,2.8505,2.527,0.774,1.174,,0.579,0,0,72.992,396.9,16.802,20.633,0.282,0,40.007,0.0034,12.8452,77.056,0.4987,0.089,0.0625,0.3271,0.161,,12.754,23.859,,,,,,,,,,,,,,,,,,,,,,94.94996148,0.841852744,4.20818578,
澱粉類,"菱角牛奶甘藷",133.1638,66.878,1.86,0.3302,0.2047,1.0465,29.8853,1.6326,4.756,0.935,0.608,,0.536,2.677,0,85.258,354.369,16.85,21.347,0.63,0.205,49.089,0.1443,1.0839,6.502,0.98,0.046,0.0565,0.8064,0.173,,19.538,10.46,204.730604,28.020772,97.445322,81.040986,16.404336,0,,83.804,16.304,88.956,18.899,66.764,101.182,58.8,97.697,98.154,32.543,69.761,13.276,,,92.46313694,2.075469304,5.461393753,
澱粉類,"芋心甘藷",122.3155,69.443,1.055,0.1138,,0.9324,28.4558,2.8412,4.3256,1.1607,0.9365,,0,2.2284,0,87.0161,271.778,32.5186,22.4563,1.1242,0.3033,44.854,,0,0,0.142,0.0215,0.0363,0.5004,0.115,,17.3295,20.137,,,,,,,,,,,,,,,,,,,,,,95.84880249,0.778729085,3.372468427,
澱粉類,"紅肉甘藷",113.7181,71.723,1.7783,0.248,0.1716,0.8407,25.41,2.4046,5.096,0.517,0.357,,0.369,3.853,0,41.7861,300.2276,25.2106,22.9839,0.4872,0.1916,51.8851,0.0049,1049.3039,6284.5707,0.3225,0.088,0.0445,0.5958,0.1237,,15.114,30.3393,171.62096,15.82736,60.55168,47.79704,12.75464,0,,102.628,24.74,120.594,16.0475,86.272,136.148,73.0415,110.9085,98.8965,41.4275,80.5275,5.772,,,92.06026836,1.825355649,6.114375992,
澱粉類,"金時甘藷",138.2959,65.665,1.639,0.3583,0.2609,1.0541,31.2836,2.1546,5.392,1.024,0.864,,0.493,3.011,0,45.23,330.543,39.163,24.006,0.504,0.233,52.214,0.1275,0,0,0.526,0.0537,0.0537,0.6315,0.162,,12.038,19.456,260.867481,15.037851,82.394668,66.013192,16.381476,0,,69.335,12.064,62.064,14.231,48.587,77.094,42.055,82.569,85.672,31.944,50.706,12.909,,,93.19758469,2.168517759,4.633897552,
澱粉類,"黃肉甘藷",120.6673,70.0127,1.278,0.1527,0.1085,0.7915,27.7651,2.5429,4.8093,0.5771,0.4235,,0.2765,3.5322,0,51.2171,276.1774,46.1476,23.6806,0.3222,0.1657,42.2381,0.0126,11.6498,69.885,0.4554,0.1263,0.0399,0.5056,0.2307,,14.573,19.8437,108.528471,10.585164,30.259032,23.386005,6.873027,3.327333,,,,,,,,,,,,,,,,94.79968519,1.059192586,4.14112222,
澱粉類,"甘藷粉",357.5595,12.8595,1.0215,0.1509,,0.4578,85.5103,0.5183,0,0,0,,0,0,0,19.063,43.899,49.009,3.3375,1.4215,0.06,8.928,0,0.0938,0.5625,0.002,0.004,0.0129,0.3443,0.012,,7.242,0,,,,,,,,2.544,10.442,4.536,0,3.028,6.622,0.832,2.311,7.865,1.217,3.369,0,,,98.52972792,0.35323712,1.117034961,
澱粉類,"油炸脫水甘藷",524.9,3.6,2.27,30.1,,2.8,61.23,25.01,,,,,,,,305,790,158,42,1.58,0.35,119,,17.3368,104,,0.074,0.057,0.77,0.0627,,0,0.208,,,,,,,,,,,,,,,,,,,,,,49.1672746,49.10284024,1.729885166,
澱粉類,"芋頭",127.75,68.9,2.5,1.1,,1.1,26.4,2.31,,,,,,,,5,500,28,29,0.9,2.21,64,,6.668,40,,0.03,0.02,0.75,0.079,,13.6,8.8,,,,,,,,,,,,,,,,,,,,,,85.14129159,7.20704501,7.651663405,
澱粉類,"小芋頭(山芋)",112.9382,72.545,2.2897,1.2044,0.4475,1.1685,22.7924,2.9333,1.76,0.87,0.89,,0,0,0,5.4676,566.9038,22.2,28.2326,1.1153,1.9259,102.1605,,6.668,40,0.5859,0.109,0.0397,1.1293,0.0943,,11.538,4.7513,447.542996,278.09596,468.27072,401.3663,66.90442,10.502368,,72.7175,29.786,86.8825,14.686,61.7065,143.366,75.861,91.5365,81.9845,48.587,133.8725,42.394,,,83.14693545,8.925964963,7.927099592,
澱粉類,"檳榔心芋",121.0231,69.53,1.298,0.035,,1.0654,28.0716,2.6616,,,,,,,,2.3448,384.7944,28.0775,23.5118,0.5759,2.4848,70.6666,,0,0,0.68,0.138,0.019,0.763,0,,23.89,6.629,,,,,,,,,,,,,,,,,,,,,,95.56437653,0.242061182,4.193562285,
澱粉類,"檳榔心芋(2021年取樣)",106.611,73.131,1.139,0,0,0.9345,24.7955,1.7126,1.641,0.482,0.437,0,0,0.722,0,0,326.32,19.71,29.31,0.46,1.27,49.16,0.1846,3.8319,22.987,0.983,0.096,0,1.001,0,0,17.444,7.47,0,0,0,0,0,0,0,39.22,14.78,53.86,5.27,36.43,81.25,49.39,58.51,51.87,22.7,64.56,11.47,0,,95.82267112,0,4.177328877,
澱粉類,"冷凍芋頭塊",147.181,65.3,2.2,4.3,,3.3,24.9,5.7,,,,,,,,15,490,38,33,1.55,1.96,68,,5.6678,34,,0.13,0.01,0.6,0.0726,,15.6,2.5,,,,,,,,,,,,,,,,,,,,,,69.70193164,24.45356398,5.844504386,
澱粉類,"芋頭粉",333.1607,16.092,0.102,0.0475,0,0.6772,83.0813,9.1154,73.477,39.178,0,,0,0,34.299,34.347,5.231,9.3512,2.6156,0,0.128,2.7745,,0,0,0.024,0.005,0,0,0.052,,10.441,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.76787669,0.115880216,0.116243094,
澱粉類,"豆薯",31.4353,92.0613,0.728,0.0616,0,0.3352,6.8139,1.255,4.0227,1.5222,1.1731,,0,1.3274,0,4.0819,107.8965,12.1706,6.329,0.1276,0.3256,15.9628,,0,0,0.002,0.026,0.01,0.2586,0.0197,,9.6155,6.1577,0,0,0,0,0,0,,,,,,,,,,,,,,,,89.30480154,1.640166768,9.055031694,
澱粉類,"紅馬鈴薯(粉紅珍珠馬鈴薯)",65.7781,83.0005,1.64,0.0173,0,0.9682,14.374,1.3319,2.3783,1.0756,0.9593,,0,0.3434,0,2.4604,492.0643,7.4713,21.182,0.5427,0.5102,49.6678,,0,0,0.0943,0.0615,0.0162,1.8355,0.1975,,18.1915,5.6715,0,0,0,0,0,0,,,,,,,,,,,,,,,,90.03132822,0.220135641,9.748536142,
澱粉類,"馬鈴薯",76.9397,80.5455,2.5825,0.2161,,0.8711,15.7848,1.27,,,,,,,,3.0648,385.8122,3.7056,20.349,0.5571,1.0521,37.7123,,0,0,0.02,0.08,0.0265,1.4235,0.149,,11.42,29.503,,,,,,,,78.849,17.511,107.909,23.056,76.373,126.942,63.098,87.853,110.473,40.721,129.611,14.818,,,84.52511413,2.350875831,13.12401004,
澱粉類,"馬鈴薯(2022年取樣)",70.3922,81.94,2.276,0,0,0.8585,14.9255,1.1825,0.414,0.201,0.073,0,0,0.14,0,1.93,431.26,9.71,25.21,0.64,0.42,49.43,0.1094,0,0,0.019,0.055,0,1.72,0,0,7.018,12.86,0,0,0,0,0,0,0,56.8546,11.5578,79.1645,0,52.1458,108.0254,52.1256,63.0054,87.6197,24.7563,113.2857,10.75,0,,87.35775062,0,12.64224938,
澱粉類,"小馬鈴薯(珍珠馬鈴薯)",59.4809,84.593,1.748,0,0,0.8808,12.7782,1.174,2.8298,1.5733,1.2565,,0,0,0,7.092,424.459,3.8844,21.4848,0,0.317,52.3189,,0,0,0.036,0.046,0.025,1.676,0.13,,21.646,9.488,0,0,0,0,0,0,,,,,,,,,,,,,,,,88.50944734,0,11.49055266,
澱粉類,"馬鈴薯粉",346.1938,15.8,0.09,0.07,,0.24,83.8,0.2,,,,,,,,7.5,48.03,39.17,5.75,0.29,0.133,28.82,,0,0,0,0.007,0,0.06,0,,0,0,,,,,,,,,,,,,,,,,,,,,,99.72911127,0.169240466,0.101648268,
澱粉類,"荸薺",67.1952,82.606,1.703,0.0989,,1.0997,14.4924,2.0856,,,,,,,,21.2331,460.5004,3.205,9.7175,0.4845,0.3592,52.7034,,2.3338,14,0.393,0.0105,0.0185,0.766,0.138,,7.79,5.9955,,,,,,,,,,,,,,,,,,,,,,88.85854678,1.231922614,9.909530606,
澱粉類,"荸薺粉",364.8579,11.226,0.384,0.2065,0,0.4097,87.7738,0.5169,0,0,0,,0,0,0,3.829,42.069,11.2463,4.625,1.506,0.285,10.952,,0,0,0,0.03,0,0.22,0.033,,33.814,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,99.11476633,0.473720041,0.411513632,
澱粉類,"蓮藕",65.1526,83.398,2.0293,0.1893,0.089,0.8801,13.5033,3.2861,3.1835,0.8199,0.9351,,0,1.4285,0,15.6451,326.9267,23.9187,13.7826,0.5413,0.3245,63.8523,,0.5557,3.3333,0.811,0.1003,0.0198,0.2368,0.0623,,6.916,33.0327,88.957749,59.744973,39.338433,32.593674,6.744759,1.260738,,51.419,19.338,56.702,13.164,36.776,55.219,45.64,3.562,57.169,41.943,140.859,22.111,,,85.389679,2.431892204,12.1784288,
澱粉類,"熟蓮藕",50.2206,87.323,1.088,0.0542,,0.488,11.0468,1.4156,,,,,,,,28.5148,182.8478,13.42,7.5061,0.3953,0.4928,28.6919,,0,0,0.565,0.054,0.018,0.064,0.097,,6.83,34.69,,,,,,,,,,,,,,,,,,,,,,90.62588124,0.90332344,8.470795322,
