Category,Food Name,Alternative Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g),Fibre (g),Sugar (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Vitamin A(RE) (ug),β-Carotene (ug),Vitamin E(α-TE) (mg),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),MUFA (mg),PUFA (mg),LA (mg),ALA (mg),Thr (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Trp (mg),Trans Fat (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Fat%,Protein%,Alcohol%
肉類,"鴨翅","鴨肉 Duck wings",170.289,0,22.751,8.1089,71.66,0.5103,0,0,67.45,140.86,13.95,12.16,1.82,2.77,100.45,0.138,24.38,0,0.5774,0.081,0.0993,2.662,0.1513,1.044,5.543,0.349,2377.894381,3857.241552,1798.854049,1433.321055,71.0582907,747.243,208.5362,822.6242,322.4838,762.9868,1462.3398,573.2677,710.3982,1480.0653,398.0435,167.5105,16.15,132.278,,170.289048,0,0.429518392,0.570481608,
肉類,"鴨頭","鴨肉 Duck head",199.043,0,16.497,14.2573,72.76,0.5553,0,0,73.62,150.02,20.13,12.55,2.39,1.39,122.18,0.1894,22.1,0,0.5286,0.087,0.1502,2.4567,0.0905,2.184,9.897,1.203,4190.705218,6949.050792,3022.077109,2584.263941,150.6711464,484.2667,189.5262,564.5395,177.7796,483.9487,970.1283,394.3911,494.6612,912.9797,250.8505,103.9481,93.46,281.911,,199.043036,0,0.646095682,0.353904318,
肉類,"鴨舌","鴨肉 Duck tongue",187.1688,0,16.006,13.1733,69.42,3.9165,0,0,57.07,67.4,623.36,17.07,1.86,1.15,338.56,0.1104,34.131,0,0.3866,0.05,0.1605,1.0218,0.0402,1.718,13.517,0.147,2762.164371,7107.746228,3210.860142,2791.027071,178.0108029,475.7726,189.5039,569.2409,208.9549,457.5027,975.0684,443.2363,500.3993,826.3713,236.6766,66.308,81.61,153.776,,187.168786,0,0.63484499,0.36515501,
肉類,"鵝肉"," Goose meat",187.48,2.4,15.6,13.4,66.8,1.8,,,54,234,11,15,1.9,1.5,137,,45,,0.1457,0.07,0.33,2.8,0.22,1.3,6,0.6,3484,7293.62,2619.7,2422.72,93.8,666,703,737,449,691,1208,576,666,1272,445,183,,71.1,,197.08,0.048711183,0.613294094,0.337994723,
肉類,"鵝胸肉","鵝肉 Goose: brcast halves without drummtte",120.3312,0.2075,23.46,2.2347,72.991,1.1068,,0,50.673,349.397,8.096,24.538,3.068,1.399,227.684,,14.942,,0.185,0.121,0.3407,7.2173,0.655,1.362,16.02,0.945,677.404611,1004.519997,552.820086,523.724292,29.095794,972.766,283.278,1104.597,557.712,1035.179,1853.477,788.209,1003.229,1845.374,727.868,218.494,,89.457,,121.161194,0.006850378,0.166365099,0.826784523,
肉類,"鵝腿肉","鵝肉 Goose: whole legs",130.4105,0,21.692,4.1891,75.581,0.9981,,0,75.144,276.194,8.326,22.239,0.839,3.32,166.458,,16.348,,0.0382,0.094,0.3107,3.3954,0.478,1.649,13.604,0.66,1106.383201,2079.553022,993.068046,939.866476,50.185418,857.956,241.31,960.657,482.043,868.256,1586.017,678.269,848.87,1613.574,592.491,168.325,,77.504,,130.410522,0,0.28974412,0.71025588,
肉類,"鵝心","鵝肉 Goose: heart",241.374,0,14.512,19.89,64.684,1.0389,,0,71.807,207.022,7.81,17.513,6.135,2.814,184.396,,70.103,,0.046,0.204,0.9545,3.1418,0.266,31.934,39.168,0.66,5054.6457,11321.1891,3476.5731,3335.7519,131.274,649.213,206.111,735.674,356.601,666.905,1324.643,539.902,657.613,1169.827,406.915,128.229,,151.092,,241.37404,0,0.743277115,0.256722885,
肉類,"鵝肝","鵝肉 Goose: liver",122.993,0.6418,20.487,3.9372,73.473,1.461,,0,391.934,1236.545,7.096,20.194,44.577,5.41,287.384,,13801.352,,0.2078,0.455,2.2433,5.8265,1.498,64.092,988.543,20.307,1822.018044,1209.350352,905.792232,792.243384,34.64736,774.506,390.243,1253.346,459.684,984.312,1932.344,628.024,1011.285,1537.336,650.832,174.158,,382.989,,125.560234,0.020445964,0.282840696,0.69671334,
肉類,"鵝胗","鵝肫,鵝肉 Goose: gizzard",95.2911,2.8204,17.359,2.3468,76.571,0.9028,,0,76.592,292.191,7.04,16.007,3.379,3.244,115.456,,14.048,,0.0582,0.05,0.1119,2.608,0.301,1.749,5.087,1.699,752.008592,1132.471808,459.73812,438.429176,21.308944,656.361,227.696,714.181,427.114,716.463,1336.699,552.564,617.509,1124.137,359.094,121.864,,165.425,,106.572666,0.105858288,0.198626316,0.695515396,
肉類,"鵝腸","鵝肉 Goose: intestines",62.9221,0.7315,9.2195,2.6114,86.9615,0.4761,,0,109.989,3.871,42.235,12.9725,2.234,1.3875,54.596,,4.594,,1.176,0.007,0.0706,0.1086,0.0135,0.466,24.028,0,864.399514,1197.548869,492.000817,467.479771,23.607056,456.1965,121.729,502.839,268.5925,456.3475,844.6025,388.6605,409.485,700.8545,235.7655,83.1655,,224.452,,65.848093,0.044435607,0.357714657,0.597849736,
肉類,"火雞肉","七面鳥,吐綬雞,鴕鳥肉 Turkey meat",140.609,0,21.1,5.6,72.3,1.4,,,51,362,3,25,1,1.7,206,,29,,0.082,0.07,0.14,6.4,0.162,1.22,6,1.2,2079.28,2034.48,1485.68,1255.52,68.32,988,491,1119,667,1045,1816,844,908,1998,760,491,,54,,140.609,0,0.359237318,0.640762682,
肉類,"鴕鳥菲力肉排","鴕鳥腓力,鴕鳥里肌肉,鴕鳥肉 Ostrich: tenderloin, sliced",105.059,0.7987,22.8285,0.8405,74.4135,1.1188,,0.18,59.2235,330.9881,8.0828,23.7631,3.225,2.7692,189.8872,,0,,0.0365,0.2335,0.263,5.3987,0.6265,2.953,11.5395,0.514,257.571225,341.83135,238.575925,156.1649,13.742175,1011.028,231.9125,1010.492,579.2415,1049.6535,1820.7165,806.7665,893.0175,1969.6925,593.1025,317.0595,,67.4735,,108.253805,0.029512127,0.070032735,0.900455139,
肉類,"鴕鳥沙朗肉排","鴕鳥肉 Ostrich Sirloin Steak",96.6667,6.0579,20.899,0.8235,70.921,1.2986,,0.263,54.883,374.772,4.235,27.581,3.683,4.222,222.404,,0,,0.016,0.224,0.318,5.439,0.602,5.029,13.078,0.261,280.4841,346.5288,192.94605,152.59455,9.96435,1122.391,237.834,1196.868,722.793,1210.157,2114.879,933.743,1042.927,2356.62,667.968,268.725,,69.216,,120.8983,0.200429617,0.061439822,0.738130561,
肉類,"鴕腱肉","屈肌,伸肌,鴕鳥肉 Ostrich: shank",107.4703,0.2231,18.714,3.0556,77.017,0.9903,,0,75.023,308.549,4.87,21.751,2.885,4.581,205.51,,19.238,,0.033,0.166,0.2963,1.8647,0.571,2.697,6.813,1.108,1029.58442,1232.904044,776.825188,622.5785,51.1813,998.724,228.13,1325.087,561.62,1014.096,2234.299,788.209,888.008,2516.503,597.333,147.527,,57.898,,108.362692,0.008235307,0.254345029,0.737419665,
肉類,"鴕腩肉","鴕鳥肉 Ostrich: flank",143.5977,0.6619,21.166,5.9001,71.32,0.952,,0,85.927,279.099,6.467,18.438,1.751,3.877,167.461,,54.15,,0.1322,0.141,0.2032,2.5011,0.433,2.354,8.06,1.288,2040.195579,2286.111747,1573.851675,1383.927456,102.130731,1068.204,192.536,1060.778,599.575,1042.296,1883.85,790.725,919.849,2037.156,659.846,125.237,,64.66,,146.245322,0.018103827,0.363901568,0.617994605,
肉類,"山豬肉片","山豬肉 Wild boar meat slices",465.5617,0,11.881,45.99,42.61,0.6005,0,0,30.36,195.9,6.505,12.53,0.89,1.26,103.02,0.0372,9.792,0,1.756,0.635,0.0747,4.0691,0.3036,0.827,2.705,0,10191.20004,23675.92794,11236.55274,10796.52042,318.89466,519.984,128.547,632.458,302.613,552.149,1030.286,416.371,497.031,1092.909,502.018,123.61,308.61,96.37,,465.56167,0,0.891030827,0.108969173,
肉類,"虎皮蛙","虎斑蛙,虎紋蛙,水雞,田雞,台灣青蛙,青蛙肉,蛙肉 Frog; Chinese bullfrog",93.705,0.6,21.1,0.4,76.8,1.1,,,70,249,16,27,0.7,1.2,151,,15,,0.16,0.18,0.22,7.9,0.318,6.46,8,0.8,121.16,159.16,119.64,26.32,2.04,875,435,959,541,995,1695,768,941,1890,635,217,,51.8,,96.105,0.024972686,0.037542271,0.937485042,
肉類,"蛇肉"," Snake flesh",84.738,0,19,0.4,79.5,1.1,,,29,77,157,17,2.1,4.9,157,,6,,0.257,0.06,0.23,0.2,0.032,1.13,58,0,128.48,139.92,130.72,78.4,3.32,916,505,937,610,970,1632,809,853,1807,529,235,,90.3,,84.738,0,0.0425783,0.9574217,
魚貝類,"雙髻鯊","丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔,鯊魚肉 Hammerhead; Hammerhead shark",117.3257,0,27.35,0.06,73.633,1.4,,,82.76,492.35,3.5,31.52,0.8,0.59,258.61,,82.35,,0,0.023,0.07,6.9,0.5235,1.79,8.6,1.66,23.35656,15.34428,21.29886,0,0,910.58,476.9662,1026.37,445.59,1071.35,1665.71,724.51,863.93,1794.9,529.47,262.9,,57.68,,117.3257,0,0.0046128,0.9953872,
魚貝類,"雙髻鯊腹肉","丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔,鯊魚肉 Hammerhead; Hammerhead shark",110.166,0,25.8,0,77.6,1.2,,,142,334,5,28,0.5,0.4,211,,108,,0.621,0.03,0.04,1.3,0.776,1.49,1,0.7,,,,,,864,359,998,577,980,1556,686,918,1792,540,235,,,,110.166,0,0,1,
魚貝類,"鯊魚切片","鯊魚肉 Shark",105.9827,0,24.7865,0.016,74.953,1.2252,,,61.5837,219.1068,5.3489,29.9499,0.682,1.0553,257.985,,49.9905,,0.6401,0.0275,0.042,7.202,0.3675,0.85,9.525,0.227,6.1208,5.228256,4.65096,0.486048,0,734.572,150.4045,757.996,341.91,805.4745,1294.6275,580.9135,621.8375,1371.543,460.5925,207.483,,50.958,,105.982675,0,0.001361732,0.998638268,
魚貝類,"魟魚","魟魚肉 Stingray",106.3566,0,24.76,0.07,76.2,1.2816,,,167.63,323.5,4.19,27.042,0.79,0.38,268.48,,1.47,,0.4136,0.989,0.046,3.374,0.4617,1.42,34.4,1.16,5.99508,30.0916,33.91297,1.78017,0,733.29,289.2755,788.57,413.73,750.24,1368.91,541.14,668.26,1518.96,385.45,0,,72.25,,106.3566,0,0.005936632,0.994063368,
魚貝類,"日本鰻鱺魚片(生)","白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖),鰻魚肉 Japanese eel; Freshwater eel; Eel",253.6951,0,18.091,19.5617,65.245,1.1356,,0,46.97,198.919,113.277,16.788,0.371,1.477,211.601,,2011.5138,,4.8268,0.205,0.2782,2.5861,0.212,3.144,9.934,1.338,5672.306149,8944.978559,4484.715342,1688.761561,299.098393,690.301,83.295,650.706,436.886,592.926,1125.255,455.39,607.215,1280.892,613.781,165.906,,154.082,,253.695104,0,0.695506264,0.304493736,
魚貝類,"灰海鰻","虎鰻,海鰻,錢鰻(臺東),鰻魚肉 Shape-toothed eel; Conger pike; Daggertooth pike conger; Dagger tooth pikeconger; Arabian pike eel",96.555,0,20.5,1,77.7,1.6,,,83,377,62,31,0.3,0.7,245,,24,,0.44,0.06,0.04,3.3,0.131,0.36,,1.5,423.9,358.4,217.8,10.4,0,1044,409,1209,770,1168,2025,886,1056,2317,727,313,,68.3,,96.555,0,0.093418259,0.906581741,
魚貝類,"魩仔魚","魩仔,魚苗 Anchovy",55.617,0,11.0715,0.9248,85.9625,2.1855,,0,455.745,91.506,157.0935,70.3155,0.1,0.965,201.374,,85.328,,0.2568,0.0035,0.0892,1.3027,0.158,1.4775,6.979,1.0605,376.87912,109.463952,438.498544,17.506464,2.95936,505.0715,134.544,573.248,323.975,498.1875,910.358,378.2565,445.8655,973.3115,305.1235,116.0755,,94.7505,,55.617001,0,0.149984642,0.850015358,
魚貝類,"魩仔魚平均值(加工)","魩仔,魚苗 Anchovy",123.8314,0.9992,26.213,1.3195,64.622,6.8463,,,1840.572,290.9962,358.455,173.9057,0.5082,2.0377,406.2678,,109.6605,,1.541,0.018,0.0875,3.871,0.0237,1.755,29.55,0.0005,326.774175,213.297175,773.4909,44.665075,37.143925,1001.8305,204.643,1045.7245,677.037,934.618,1725.554,773.541,852.869,1729.3045,539.7985,165.4025,,291.015,,127.8282,0.031266966,0.093108485,0.875624549,
魚貝類,"魩仔魚(加工,大)","魩仔,魚苗 Anchovy",96.9106,1.0598,20.672,0.958,74.205,3.1052,,,851.3407,49.9166,259.235,189.9985,0,1.4296,199.0583,,82.452,,1.291,0.031,0.121,0.415,0,0.31,16.47,0,199.4556,148.7774,602.103,53.7438,42.4394,861.852,158.911,889.33,586.46,793.292,1471.967,633.431,699.544,1483.688,366.437,93.249,,245.44,,101.1498,0.041910117,0.085429334,0.872660549,
魚貝類,"魩仔魚(加工,小)","魩仔,魚苗 Anchovy",150.7522,0.9386,31.754,1.681,55.039,10.5874,,,2829.8033,532.0758,457.6749,157.8129,1.0164,2.6457,613.4772,,136.869,,1.791,0.005,0.054,7.327,0.0473,3.2,42.63,0.001,482.6151,282.408,914.2959,19.4996,20.172,1141.809,250.375,1202.119,767.614,1075.944,1979.141,913.651,1006.194,1974.921,713.16,237.556,,336.59,,154.5066,0.024299286,0.098135743,0.877564971,
魚貝類,"魩仔魚(加工)","魩仔,魚苗 Anchovy",105.2438,0,23.03,0.7656,71.47,5.3583,0,0,1447.54,125.96,438.66,135.12,1.2,2.27,433.37,0.0372,68.64,0,0.9711,0.014,0,1.2763,0,2.466,11.78,0,381.3001896,100.339536,256.5893088,6.438696,9.1205928,1067.6036,237.5992,1257.6661,559.0618,1059.5556,2042.3969,910.2691,1000.773,2140.9287,571.89,331.0743,8.33,224.4,,105.243812,0,0.065616323,0.934383677,
魚貝類,"灰海荷蝹","針魩仔,鱙仔,寮仔魚肉 Japanese anchovy",101.4841,0,20.986,1.3164,73.686,4.2114,,0,705.482,,531.865,54.033,1.083,1.787,535.79,,146.611,,0.711,0.012,0.0562,5.137,0.131,3.507,24.664,0.813,172.237776,134.99682,1009.15224,16.152228,9.688704,953.783,258.113,1083.083,467.627,924.726,1696.873,786.047,844.703,1712.631,623.067,174.896,,188.058,,101.484148,0,0.117002785,0.882997215,
魚貝類,"日本銀帶鯡(加工)","針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮 Silver stripe round herring",111.2389,1.1599,21.54,2.1356,70.424,4.7405,,0.132,735.962,194.874,713.545,106.698,2.837,2.583,528.503,,0,,0.329,0.027,0.2108,4.6538,0.217,5.683,42.132,0,1073.139,338.27904,656.91056,45.06116,19.86108,937.956,199.481,1144.329,685.822,977.814,1757.746,763.784,910.941,1932.246,763.545,236.961,,214.662,,115.878512,0.040038484,0.16623541,0.793726105,
魚貝類,"日本銀帶鯡魚干(丁香魚脯)","針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮 Silver stripe round herring",274.7603,1.7404,51.766,5.9556,30.085,10.453,,0.075,1276.2148,855.7016,1722.9454,183.3372,5.6524,5.8873,1606.0917,,0,,0.53,0.097,0.171,15.032,0.3524,18.16,66.43,0,3348.220453,889.3080588,1606.457588,92.2701108,56.2089528,1924.095,386.96,2094.027,1286.788,1832.311,3338.031,1479.358,1727.316,3576.443,1740.734,210.374,0,449.72,,281.721932,0.024710891,0.190682747,0.784606361,
魚貝類,"虱目魚平均值(去皮)","麻虱目仔,麻虱(蝨)目,蝨(遮/塞)目魚,虱麻魚,海草魚,安平魚,國姓(聖)魚 Bangos; Bony salmon; Giant herring; Milkfish; Salmon herring; White mullet",178.8512,0.1554,21.84,9.4894,67.3948,1.1204,,,41.3935,350.2679,16.4415,32.8935,0.6027,0.7829,198.9185,,43.9878,0,0.8589,0.1578,0.0322,6.6456,0.5683,1.768,4.022,0.9832,3279.821322,3743.008425,2464.254839,1953.193713,117.7349858,870.6225,175.911,976.831,575.5478,898.57,1558.0989,714.009,763.1384,1619.8066,1187.7557,220.778,,58.9681,,179.472788,0.003463478,0.476921259,0.519615263,
魚貝類,"虱目魚(2月)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖) Milkfish; Milk fish",179.895,1.3422,19.787,10.577,67.25,1.0438,,,43.979,310.633,20.926,30.567,0.646,1.2653,214.593,,73.97,0,0.9983,0.007,0.044,6.712,0.6206,1.97,5.58,1.185,4115.024158,4148.584979,2313.285093,1579.907644,145.021247,913.647,161.3421,1043.8598,624.6912,971.7922,1652.8247,767.1548,816.0623,1674.0521,1366.8729,223.4934,,63.835,,185.26383,0.028979213,0.514965819,0.456054968,
魚貝類,"虱目魚(5月)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖) Milkfish; Milk fish",189.4054,0,22.329,10.428,66.631,1.1248,,,26.9028,367.8074,9.0323,35.511,1.2565,0.6551,224.1016,,47.74,,0.8146,0.081,0.032,8.194,0.519,2.3,7.33,0.978,3031.033764,4093.281984,3303.600828,2773.201464,180.738096,789.175,167.146,864.796,561.778,828.835,1447.484,663.506,676.478,1482.936,434.694,268.919,,55.262,,189.40539,0,0.496609732,0.503390268,
魚貝類,"虱目魚(8月)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖) Milkfish; Milk fish",124.3504,0.4842,23.731,2.552,72.053,1.1798,,,41.8856,354.219,13.4791,33.5294,0.5708,0.5442,262.2979,,4.709,,0.4546,0.172,0.035,6.38,0.637,1.7,0,1.24,808.820672,971.870504,768.294912,663.52,7.337,1018.896,207.746,1143.339,637.344,1023.555,1805.012,838.312,922.659,1814.306,1558.95,319.961,,50.13,,126.28721,0.01533647,0.182275307,0.802388223,
魚貝類,"虱目魚(9月)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖) Milkfish; Milk fish",208.2709,0,21.99,12.68,64.89,1.0591,,,40.83,366.19,11.98,33.02,0.102,0.708,226.98,,60.01,,1.2149,0.358,0.026,5.377,0.495,1.11,0,1.246,4620.93436,5172.32416,2886.61468,2371.64184,183.49228,738.1158,138.4831,850.2345,491.9757,772.5111,1322.034,592.8351,655.9937,1516.7526,1305.4466,138.2393,,68.4215,,208.2709,0,0.549157852,0.450842148,
魚貝類,"虱目魚(12月)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖) Milkfish; Milk fish",192.3342,0.0824,21.363,11.21,66.15,1.1946,,,53.37,352.49,26.79,31.84,0.438,0.742,66.62,,33.51,,0.8122,0.171,0.024,6.565,0.57,1.76,7.2,0.267,4114.83228,4469.56152,2625.4941,1869.80558,152.99408,893.2788,204.8377,981.9255,561.9503,896.1566,1563.1398,708.2369,744.4991,1610.9865,1272.8148,153.2772,,57.192,,192.66381,0.001710752,0.524821968,0.47346728,
魚貝類,"虱目魚(含皮)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖) Milkfish; Milk fish",200.424,0,21.8,11.9,66,1.2,,,96,213,16,36,0.7,0.9,244,,63,,0.732,0.02,0.12,6.5,0.305,1.69,,1.2,4712.4,4876.62,2313.36,1939.7,122.57,973,383,1013,652,887,1676,775,859,1949,1431,242,,37.9,,200.424,0,0.535554624,0.464445376,
魚貝類,"虱目魚(2022年取樣)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖) Milkfish; Milk fish",242.5397,1.4442,20.073,17.3867,60.13,0.9661,0,0,46.21,254.91,20.97,27.41,0.52,0.9,167.68,0.0204,20.151,0,0.5132,0.2,0.0518,6.0835,0.31,1.939,3.643,0,5897.77728,7264.980435,3456.597667,2851.749147,185.1335816,695.0352,124.0287,883.7062,454.0844,766.7943,1381.5827,605.7373,688.1898,1551.235,1160.387,203.53,77.18,55.83,,248.316544,0.023263855,0.631564983,0.345171162,
魚貝類,"虱目魚腹肉(虱目魚肚)"," Milkfish belly",341.8283,0,17.431,29.645,56.33,0.8602,,0.683,47.046,280.614,6.252,22.248,1.076,0.693,166.729,,92.318,,1.2457,0.02,0.0927,5.1471,0.497,1.07,3.261,0.364,8972.3557,11993.1812,6837.9157,5699.84415,406.43295,656.944,54.192,867.709,171.979,749.595,1215.855,554.934,612.499,1678.318,1204.691,0,,107.494,,341.82827,0,0.782258003,0.217741997,
魚貝類,"草魚切片","鯇,鯤,池魚,草根魚,草鰱(高屏地區)  White amur; White amur; Grass carp; Gardd carp",166.4064,2.0674,21.381,8.327,67.244,0.9806,,0.022,52.816,334.809,10.476,28.54,0.459,0.49,179.701,,13.934,,0.3386,0.011,0.045,2.5871,0.155,1.367,0,0.762,1988.4876,3963.652,2197.4953,1766.9894,164.8746,833.192,189.455,987.113,603.833,904.354,1621.021,690.837,816.172,1900.712,594.429,191.585,,74.876,,174.67601,0.047342506,0.429993449,0.522664045,
魚貝類,"草魚(含皮)","鯇,鯤,池魚,草根魚,草鰱(高屏地區)  White amur; White amur; Grass carp; Gardd carp",91.484,0.8,17.2,2,78.8,1.2,,,37,376,63,24,0.7,0.7,201,,12,,0.4,0.01,0.06,0.3,0.173,0.41,0,0.4,541.8,960.2,498.2,222.2,23.6,820,405,911,530,838,1523,674,751,1670,510,230,,35.7,,94.684,0.033796629,0.190528495,0.775674876,
魚貝類,"鯉","鮘仔,在來鯉,財神魚 Scale carp; Wild carp; Wild common carp; Aischgrund carp; Carp; Common carp; Asian carp; European carp; Leather carp; Grass carp; German carp; Koi; Mirror carp; Wild Common Carp",90.779,2.1,14.5,3.2,79.1,1.1,,,38,333,21,22,1.2,0.7,202,,10,,0.49,0.01,0.08,0.4,0.203,1.16,0,0,725.12,1743.68,731.52,398.72,25.6,642,240,683,391,638,1163,498,592,1265,430,154,,55,,99.179,0.084695349,0.291029351,0.6242753,
魚貝類,"鱅","黑鰱,大頭鰱(魚),花鰱,胖頭鰱  Big head; Bighead; Bighead carp; Black silver carp",144.793,0,18.7,7.2,74.2,1.2,,,24,345,37,25,0.6,0.5,139,,7,,1.382,0,0.03,2.7,0.15,2.89,2,,1771.2,3918.24,1518.48,674.64,263.52,809,405,837,585,736,1450,637,733,1669,632,218,,52.8,,144.793,0,0.44852997,0.55147003,
魚貝類,"鬍鯰","鬍子鯰,土殺,本土土虱,塘虱魚 Puntat; Walking catfish; Whitespotted freshwater catfish; Whitespotted clarias; Cat-fish; Chinese catfish",194.077,0,16.3,13.8,68.9,1,,,37,380,4,27,1.1,0.8,220,,322,,0.31,0,0.22,3.2,0.196,2.37,5,0.4,5321.28,5987.82,2490.9,2083.8,109.02,737,297,766,751,1315,387,705,1968,1547,50,0,,85.9,,194.077,0,0.6413743,0.3586257,
魚貝類,"斑海鯰","成仔魚,成仔丁,銀成,白肉成,臭臊成,生仔魚,鰻鯰,賓士魚 Sea barbel; Sea catfish; Spotted catfish; Spotted sea catfish; Giant cat-fish; Marine catfish",86.0051,0,19.17,0.46,79.56,1.1247,,,114.95,321.77,5.33,30.481,1.33,0.84,276.69,,9.11,,0.64,0.197,0.063,3.332,0.3077,3.32,31.1,6.43,172.55336,153.5296,133.91474,3.82306,0,886.8,319.8073,949.83,604.33,944.53,1719.39,729.1,824.4,1917.44,438.35,195.79,,62.77,,86.0051,0,0.048243651,0.951756349,
魚貝類,"長體油胡瓜魚","柳葉魚 Mallotus villosus",103.7925,0,15.002,4.4051,79.789,1.252,,0,104.468,174.603,246.31,27.816,0,2.054,317.872,,58.196,,1.4305,0.007,0.2507,1.2485,0.108,25.419,35.046,1.472,896.481901,1122.331378,2386.286721,83.25639,26.210345,687.622,235.137,823.741,392.497,700.334,1203.472,484.796,583.748,1034.32,427.692,190.94,,223.664,,103.792542,0,0.382821359,0.617178641,
魚貝類,"香魚","桀(加魚邊)魚,Ayu,年魚 Sweet-fish; Sweetfish; Ayu; Ayu sweetfish; Ko-ayu",146.8377,0,18.524,7.51,75.05,1.0032,,,52.56,310.89,27.47,23.76,0.634,0.922,190.84,,138.05,,5.0053,0.134,0.055,3.416,0.2719,2.55,4.65,2.485,2743.81605,2656.57238,2109.53647,905.71351,130.95187,785,185,904,568,812,1481,656,731,1536,457,360,,96.223,,146.83768,0,0.461327093,0.538672907,
魚貝類,"銀魚","水晶魚,小銀魚 Silver fish",69.3265,0.8935,14.343,0.896,82.731,1.1365,,,56.0616,84.9406,273.7961,288.6669,0,1.0726,217.4423,,42.197,,2.1,0.051,0.058,0.619,0.0705,1.19,9.9,0.106,196.7616,196.3136,494.5024,48.7424,55.552,536.508,100.531,539.255,367.6,492.917,921.881,376.577,456.982,925.577,251.655,53.234,,178.62,,72.90053,0.049025707,0.110862294,0.840111999,
魚貝類,"白肉鮭魚切片","鮭魚片,鮭魚排 Salmon",151.2298,0.2913,22.563,6.0849,69.711,1.3498,,,53.0993,409.746,38.263,23.4782,0.7298,0.7307,238.8529,,7.004,,0.242,0.219,0.115,8.237,0.548,4.9,4.17,0,1664.82864,2682.83241,1736.63046,82.14615,55.98108,934.036,152.087,1153.692,632.614,987.515,1596.358,728.578,952.014,1782.819,634.415,251.169,,54.73,,152.395008,0.00764592,0.360154829,0.632199252,
魚貝類,"紅肉鮭魚切片","鮭魚片,鮭魚排 Salmon",157.8501,0,24.331,5.9819,69.583,1.4624,,,71.9615,439.6955,8.1145,33.7604,0,1.1071,247.2246,,61.61,,1.12,0.222,0.182,6.795,0.776,3.747,10.228,2.703,3066.800492,1671.462498,1243.696829,64.125968,30.866604,1196.734,293.028,1409.127,847.094,1197.254,2076.084,990.388,200.401,2343.099,829.301,390.895,,52.8,,157.850108,0,0.341822623,0.658177377,
魚貝類,"大西洋鮭魚平均值(去皮)","鮭魚片,鮭魚排 Atlantic salmon",220.6336,0,20.1954,14.9001,66.0596,1.0799,,0.0733,44.6452,334.9811,6.3944,25.892,0.05,0.6955,225.7834,,20.3958,,2.5492,0.2092,0.1328,6.0075,0.6225,4.1877,8.9836,2.1026,4048.878674,6480.723995,4119.773349,732.0717132,279.2725743,891.3011,226.0878,1002.3132,594.4145,881.2205,1557.3109,719.2438,791.7241,1646.5786,547.4903,218.9224,,66.7873,,220.63326,0,0.609150687,0.390849313,
魚貝類,"大西洋鮭魚(台灣養殖)","鮭魚片,鮭魚排 Atlantic salmon",154.92,0,23.63,5.9889,71.856,1.2248,,0.3667,45.403,389.592,8.9148,27.102,0,0.768,226.185,,33.445,,2.3196,0.142,0.1394,4.818,0.527,3.554,9.209,2.073,1668.926763,2894.195814,1343.31027,305.913012,74.501916,970.79,210.028,1082.279,653.694,954.426,1726.687,779.422,873.833,1818.224,635.858,247.532,,69.965,,154.919978,0,0.348695363,0.651304637,
魚貝類,"大西洋鮭魚切片(中段)","鮭魚片,鮭魚排 Atlantic salmon",173.6711,0,20.697,9.4562,69.965,1.068,,0,39.459,356.322,5.6294,25.538,0,0.657,233.776,,11.375,,2.027,0.191,0.1439,5.848,0.816,3.345,8.217,1.956,2586.365262,3824.465528,2865.2286,539.381648,225.908618,951.443,227.17,1066.017,649.03,940.982,1662.688,777.74,804.124,1756.892,577.116,256.034,,59.691,,173.671114,0,0.49112902,0.50887098,
